JobTitle,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPay&Benefits,Year,Agency
Archives And Records Tech I,47285.71,0,1408.51,22042.05,48694.22,70736.27,2014,Henderson
Administrative Assistant I,47285.71,53.93,1271.37,22042.05,48611.01,70653.06,2014,Henderson
Custodian,46900.62,56.49,1656.7,21942.84,48613.81,70556.65,2014,Henderson
Administrative Assistant I,47285.72,0,1106.01,22042.05,48391.73,70433.78,2014,Henderson
Recreation Program Coordinator,46847.21,117.9,285.21,23096.15,47250.32,70346.47,2014,Henderson
Recreation Program Coordinator,46907.81,34.01,242.17,23038.73,47183.99,70222.72,2014,Henderson
Custodian,45786.9,242.09,2403.51,21656.12,48432.5,70088.62,2014,Henderson
Custodian,45786.88,242.09,2403.51,21656.11,48432.48,70088.59,2014,Henderson
Accounting Clerk,47095.06,10.78,867.27,21992.94,47973.11,69966.05,2014,Henderson
Customer Service Specialist,47173.14,0,666.94,22013.03,47840.08,69853.11,2014,Henderson
Customer Service Specialist,46690.31,28.74,1229.91,21888.69,47948.96,69837.65,2014,Henderson
Recreation Program Coordinator,46619.24,136.05,4.49,22964.45,46759.78,69724.23,2014,Henderson
Recreation Program Coordinator,46632.77,0,45.35,22979.58,46678.12,69657.7,2014,Henderson
Custodian,45786.94,0,2096.17,21656.16,47883.11,69539.27,2014,Henderson
Accounting Clerk,46466.8,99.58,994.2,21831.17,47560.58,69391.75,2014,Henderson
Vehicle Serviceperson,44989.07,458.44,2247.81,21450.71,47695.32,69146.03,2014,Henderson
Pool Manager,45329.7,692.6,453.5,22641.77,46475.8,69117.57,2014,Henderson
Administrative Assistant II,44719.22,583.12,2381.95,21381.23,47684.29,69065.52,2014,Henderson
Recreation Program Coordinator,46938.51,384.34,294.69,21296.64,47617.54,68914.18,2014,Henderson
Accounting Clerk,44363.44,0,804.49,23182.12,45167.93,68350.05,2014,Henderson
Custodian,44650.67,262.97,2065.24,21363.62,46978.88,68342.5,2014,Henderson
Communications Operator I,46838.37,183.11,1804.75,19419.31,48826.23,68245.54,2014,Henderson
Print and Mail Center Tech II,44513.33,16.81,2372.23,21328.12,46902.37,68230.49,2014,Henderson
Parking Enforcement Officer-38,44513.46,0,2373.98,21328.19,46887.44,68215.63,2014,Henderson
Councilmember,48866.61,0,6700,12583.09,55566.61,68149.7,2014,Henderson
Parking Enforcement Officer-38,44513.4,0,2237.97,21328.16,46751.37,68079.53,2014,Henderson
Central Control Room Operator,43362.99,1094.56,2907.65,20426.83,47365.2,67792.03,2014,Henderson
HR Analyst I,46090.12,0,2164.41,19327.32,48254.53,67581.85,2014,Henderson
Facilities Maintenance Asst,42436.63,1192.08,3156.81,20793.4,46785.52,67578.92,2014,Henderson
Communications Operator I,47038.47,113.31,1068.6,19282.26,48220.38,67502.64,2014,Henderson
Parks & Facilities Maint I,40823.73,3769.68,2351.86,20420.7,46945.27,67365.97,2014,Henderson
Custodian,43733.36,0,2365.93,21127.34,46099.29,67226.63,2014,Henderson
Law Enforcement Support Spc,44283.53,301.25,1223.05,21269.01,45807.83,67076.84,2014,Henderson
Corrections Officer,38894.52,97.8,4045.96,24026.16,43038.28,67064.44,2014,Henderson
Human Resources Assistant I,35820.09,513.61,11216.33,19457.82,47550.03,67007.85,2014,Henderson
Administrative Assistant II,44402.39,0,1161.01,21299.59,45563.4,66862.99,2014,Henderson
Archives And Records Tech I,43868.87,256.55,2818.25,19912.76,46943.67,66856.43,2014,Henderson
Parks & Facilities Maint I,41113.55,1484.74,3273.33,20695.75,45871.62,66567.37,2014,Henderson
Security Officer,42610.33,0,1872.21,21893.95,44482.54,66376.49,2014,Henderson
Meter Services Specialist III,42650.17,0,6546.42,17079.9,49196.59,66276.49,2014,Henderson
Custodian,42968.36,0,2239.8,20930.33,45208.16,66138.49,2014,Henderson
Customer Service Specialist,43496.22,0,1544.72,21066.24,45040.94,66107.18,2014,Henderson
Crime Scene Technician,45289.92,451.85,710.28,19495.66,46452.05,65947.71,2014,Henderson
Parks & Facilities Maint I,41113.49,2355.03,2025.19,20452.68,45493.71,65946.39,2014,Henderson
Forensic Laboratory Supervisor,11146.15,0,50809.68,3855.47,61955.83,65811.3,2014,Henderson
Parks & Facilities Maint I,41113.47,2096.72,2017.36,20452.67,45227.55,65680.22,2014,Henderson
Wastewater Facilities Oper I,43906.48,270.73,1543.64,19952.37,45720.85,65673.22,2014,Henderson
Facilities Maintenance Asst,40918.99,371.91,3795.13,20402.62,45086.03,65488.65,2014,Henderson
Administrative Assistant I,41990.01,1341.76,889.27,20678.4,44221.04,64899.44,2014,Henderson
Executive Administrative Asst,35182.49,0,15338.85,14343.96,50521.34,64865.3,2014,Henderson
Parks & Facilities Maint II,42067.15,0,2097.85,20698.23,44165,64863.23,2014,Henderson
Police Admin Specialist I,42144.14,764.22,938.89,20718.14,43847.25,64565.39,2014,Henderson
Custodian,41770.15,0,2162.03,20621.73,43932.18,64553.91,2014,Henderson
Parks & Facilities Maint I,41113.53,245.8,2635.08,20452.7,43994.41,64447.11,2014,Henderson
Administrative Assistant I,42277.48,0,1280.17,20752.48,43557.65,64310.13,2014,Henderson
Laboratory Assistant,39331.45,725.28,2680.44,21526.57,42737.17,64263.74,2014,Henderson
Parks & Facilities Maint I,40968.64,344.43,2455.56,20457.59,43768.63,64226.22,2014,Henderson
Parks & Facilities Maint I,39961.53,969.28,2269.14,20676.11,43199.95,63876.06,2014,Henderson
Parks & Facilities Maint I,39889.75,862.91,2823.24,20281.47,43575.9,63857.37,2014,Henderson
Police Admin Specialist I,42067.05,0,1056.99,20698.3,43124.04,63822.34,2014,Henderson
Production Technician,38385.76,2939.9,1383.57,20920.68,42709.23,63629.91,2014,Henderson
Administrative Assistant I,41835.89,46.94,1100.29,20638.76,42983.12,63621.88,2014,Henderson
Assistant Pool Manager,38384.65,1632.9,1883.24,21064.6,41900.79,62965.39,2014,Henderson
Systems Engineer I,15773.64,0,39322.19,7434.1,55095.83,62529.93,2014,Henderson
Custodian,39866.45,0,2405.83,20131.64,42272.28,62403.92,2014,Henderson
Parks & Facilities Maint I,38546.75,534.68,3425.2,19791.71,42506.63,62298.34,2014,Henderson
Parks & Facilities Maint I,39528.75,651.17,2036.68,20044.69,42216.6,62261.29,2014,Henderson
Parks & Facilities Maint I,39166.22,981.52,2024.75,19951.34,42172.49,62123.83,2014,Henderson
Pool Manager,37402.58,230.73,4887.06,19382,42520.37,61902.37,2014,Henderson
Lead Guard Supervisor,39520,0,2944,19317.7,42464,61781.7,2014,Henderson
Assistant Pool Manager,38380.5,1478.8,904.13,20920.26,40763.43,61683.69,2014,Henderson
Customer Service Specialist,41586.86,0,1133.4,18735.2,42720.26,61455.46,2014,Henderson
Security Officer,38981.23,0,1516.42,20927.68,40497.65,61425.33,2014,Henderson
City Attorney Investigator,39491.71,60.14,806.17,21063.48,40358.02,61421.5,2014,Henderson
City Attorney Investigator,39490.06,0,806.17,21063.04,40296.23,61359.27,2014,Henderson
Business License Tech,38748.77,28.08,297.5,21973.3,39074.35,61047.65,2014,Henderson
Parks & Facilities Maint I,39021.22,325.85,1571.5,19914,40918.57,60832.57,2014,Henderson
Fire Safety Plans Examiner II,40866.61,2848.66,1197.88,15917.68,44913.15,60830.83,2014,Henderson
Police Admin Specialist I,39850.09,140.37,707.11,19686.41,40697.57,60383.98,2014,Henderson
Computer Analyst I,38053.48,120.34,823.08,20694,38996.9,59690.9,2014,Henderson
Parking Enforcement Officer-38,38159.36,0,1733.63,19692.01,39892.99,59585,2014,Henderson
Parks & Facilities Maint I,38133.68,124.13,1415.96,19685.44,39673.77,59359.21,2014,Henderson
Accounting Clerk,33011.99,0,11588.33,14598.13,44600.32,59198.45,2014,Henderson
Utility Maintenance Aide,36351.69,2171.44,1778.27,18819.97,40301.4,59121.37,2014,Henderson
Human Resources Assistant II,29669.76,0,10382.12,17820.43,40051.88,57872.31,2014,Henderson
Sr Purchasing Specialist,40586.54,0,1720.89,15229.14,42307.43,57536.57,2014,Henderson
Information Security Analyst,37153.87,0,5953.12,14309.86,43106.99,57416.85,2014,Henderson
Software Applications Admin,39182.75,711.48,1630,14852.38,41524.23,56376.61,2014,Henderson
Asst City Attorney II,38769.22,0,5450.37,12116.86,44219.59,56336.45,2014,Henderson
Sample Custodian,36691.07,0,996.99,18196.5,37688.06,55884.56,2014,Henderson
Assistant Pool Manager,35073.9,828.92,0,19922.63,35902.82,55825.45,2014,Henderson
Utility Financial Specialist,39230.76,0,1700,14865.37,40930.76,55796.13,2014,Henderson
Preschool Administrator,37055.41,0,0,18675.02,37055.41,55730.43,2014,Henderson
Sr Purchasing Specialist,18809.06,0,25712.05,10925.69,44521.11,55446.8,2014,Henderson
Assistant Pool Manager,34203.77,297.63,851.71,19922.98,35353.11,55276.09,2014,Henderson
Custodian,36895.23,706.71,1455.32,15270.08,39057.26,54327.34,2014,Henderson
Print and Mail Center Tech I,33382.14,0,2258.95,18461.96,35641.09,54103.05,2014,Henderson
Assistant Pool Manager,35422.69,266.75,0,17343.48,35689.44,53032.92,2014,Henderson
Custodian,35359.86,0,1455.32,15270.08,36815.18,52085.26,2014,Henderson
Combination Building Insp,18687.36,0,24758.6,7364.5,43445.96,50810.46,2014,Henderson
Administrative Assistant I,33312.5,0,299.34,15598.48,33611.84,49210.32,2014,Henderson
Custodian,32572.34,0,1089.16,14450.43,33661.5,48111.93,2014,Henderson
Crime Scene Technician,31340.41,880.63,994.66,13761.17,33215.7,46976.87,2014,Henderson
Administrative Assistant I,29237.78,188.21,2905.53,14439.26,32331.52,46770.78,2014,Henderson
Meter Services Specialist I,34388.34,688.52,707.71,10420.47,35784.57,46205.04,2014,Henderson
Meter Services Specialist I,31555.24,1101.65,675,12706.98,33331.89,46038.87,2014,Henderson
Human Resources Technician,34269.01,0,0,11615.52,34269.01,45884.53,2014,Henderson
Custodian,29250.52,0,2019.68,14482.47,31270.2,45752.67,2014,Henderson
Legal Support Assistant,30579.71,0,980.21,13971.81,31559.92,45531.73,2014,Henderson
Archives and Records Tch II-PE,35697.24,0,0,9192.02,35697.24,44889.26,2014,Henderson
Aquatic Facility Leader,26765.08,591.88,721.31,16122.75,28078.27,44201.02,2014,Henderson
Intergov Relations Specialist,32091.39,0,0,12089.13,32091.39,44180.52,2014,Henderson
Recreation Facility Leader,27075.64,193.09,737.1,16145.37,28005.83,44151.2,2014,Henderson
Recreation Facility Leader,26980.07,203.25,723.46,16117,27906.78,44023.78,2014,Henderson
Aquatic Facility Leader,26819.52,557.51,483.82,16086.86,27860.85,43947.71,2014,Henderson
Recreation Facility Leader,27123.4,40.65,187.89,16109.27,27351.94,43461.21,2014,Henderson
Office Support Assistant,26160.75,0,480.58,16602.45,26641.33,43243.78,2014,Henderson
Recreation Facility Leader,26763.72,118.56,173.44,16061.33,27055.72,43117.05,2014,Henderson
Aquatic Facility Leader,26404.51,338.89,257.45,15990.46,27000.85,42991.31,2014,Henderson
Parks & Facilities Maint I,30450.35,0,1118.19,11132.27,31568.54,42700.81,2014,Henderson
Parks & Facilities Maint I,30303.8,0,1018.19,11132.27,31321.99,42454.26,2014,Henderson
Forensic Chemist II,28321.1,0,2042.75,11950.9,30363.85,42314.75,2014,Henderson
Police Officer,24587.92,0,3510,13822.28,28097.92,41920.2,2014,Henderson
Police Officer,24587.92,0,3510,13822.28,28097.92,41920.2,2014,Henderson
Police Officer,24587.92,0,3510,13822.28,28097.92,41920.2,2014,Henderson
Police Officer,24587.92,0,3510,13822.28,28097.92,41920.2,2014,Henderson
Police Officer,24587.92,0,3510,13822.28,28097.92,41920.2,2014,Henderson
Police Officer,24587.92,0,3510,13822.28,28097.92,41920.2,2014,Henderson
Police Officer,24587.92,0,3510,13822.28,28097.92,41920.2,2014,Henderson
Police Officer,24587.92,0,3510,13822.28,28097.92,41920.2,2014,Henderson
Police Officer,24587.92,0,3510,13822.28,28097.92,41920.2,2014,Henderson
Police Officer,24587.92,0,3510,13822.28,28097.92,41920.2,2014,Henderson
Police Officer,24587.92,0,3510,13822.28,28097.92,41920.2,2014,Henderson
Police Officer,24587.92,0,3510,13822.28,28097.92,41920.2,2014,Henderson
Utility Serviceperson I,29980.32,3238.8,2529.88,5309.24,35749,41058.24,2014,Henderson
Communications Operator I,28389.06,0,467.5,11891.7,28856.56,40748.26,2014,Henderson
Communications Operator I,28389.07,0,165,11891.71,28554.07,40445.78,2014,Henderson
Communications Operator I,26997.44,0,330,11533.35,27327.44,38860.79,2014,Henderson
Administrative Assistant I-PE,30672.16,0,25,7898.09,30697.16,38595.25,2014,Henderson
Business License Tech,33612.85,0,45,3124.06,33657.85,36781.91,2014,Henderson
Utility Serviceperson II-Cert,22740.08,2903.7,807.5,9604.05,26451.28,36055.33,2014,Henderson
Meter Services Specialist I,24954.74,27.54,977.5,9962.43,25959.78,35922.21,2014,Henderson
Administrative Assistant I-PE,28383.82,0,0,7308.77,28383.82,35692.59,2014,Henderson
Public Works Maintenance I,22443.63,17.54,2052.06,10360.73,24513.23,34873.96,2014,Henderson
Communications Operator I,25053.87,113.31,0,9703.41,25167.18,34870.59,2014,Henderson
Meter Services Specialist I,29362.32,344.26,150,4777.4,29856.58,34633.98,2014,Henderson
Custodian,14578.76,0,12875.62,6599.54,27454.38,34053.92,2014,Henderson
Utility Serviceperson II-Cert,22740.07,142.81,695,9604.05,23577.88,33181.93,2014,Henderson
Public Works Maintenance I,20443.72,7.02,2297.3,9845.75,22748.04,32593.79,2014,Henderson
Meter Services Specialist I,27486.53,0,330,4328.25,27816.53,32144.78,2014,Henderson
Police Admin Specialist I-PE,25509.36,0,0,6568.65,25509.36,32078.01,2014,Henderson
Sr Support Services Attndnt-PE,23972,234,0,6172.8,24206,30378.8,2014,Henderson
Program Assistant-PE,24155.75,0,0,6220.1,24155.75,30375.85,2014,Henderson
Intergov Relations Specialist,22076.95,0,0,7653.38,22076.95,29730.33,2014,Henderson
Assistant Pool Manager,19529.56,42.96,282.51,9675.2,19855.03,29530.23,2014,Henderson
Police Admin Specialist I-PT,28696.64,0,0,0,28696.64,28696.64,2014,Henderson
Administrative Assistant I,22830,0,75,5269.72,22905,28174.72,2014,Henderson
Court Support Specialist-PE,22024.09,0,0,5671.16,22024.09,27695.25,2014,Henderson
Cook (PT),25793.37,988.51,0,821.12,26781.88,27603,2014,Henderson
Program Assistant-PE,22464.26,0,0,4956.03,22464.26,27420.29,2014,Henderson
Lead Recreation Asst-PE,21067.52,0,0,5424.88,21067.52,26492.4,2014,Henderson
Meter Services Specialist I,15974.99,681.72,1131.93,7772.07,17788.64,25560.71,2014,Henderson
Site Leader-Youth Enrichmnt-PE,20248.38,0,0,5213.97,20248.38,25462.35,2014,Henderson
Lead Food Services Asst-PE,19768.47,0,0,5090.43,19768.47,24858.9,2014,Henderson
Sr Support Services Attndnt-PE,19563.5,0,0,5037.65,19563.5,24601.15,2014,Henderson
Site Leader-Thera Rec-PE,19413.05,0,0,4998.86,19413.05,24411.91,2014,Henderson
Customer Service Specialist,1031.62,0,22628.68,672.14,23660.3,24332.44,2014,Henderson
PW Business Analyst III,17769.28,0,0,6501.52,17769.28,24270.8,2014,Henderson
Kennel Attendant (PT),23875.57,280.69,0,0,24156.26,24156.26,2014,Henderson
Parks & Fac Maint II (PT),24016.04,0,0,0,24016.04,24016.04,2014,Henderson
Planner I,17556,0,0,6444.48,17556,24000.48,2014,Henderson
Customer Service Specialist PT,23743.94,0,0,167.26,23743.94,23911.2,2014,Henderson
Site Leader-Youth Enrichmnt-PE,18778.55,0,0,4835.49,18778.55,23614.04,2014,Henderson
Senior Lifeguard-PE,18757.2,0,0,4829.98,18757.2,23587.18,2014,Henderson
Facilities Maintenance Asst,21631.72,381.69,270,1037.76,22283.41,23321.17,2014,Henderson
Lead Recreation Asst-PE,18483.28,12.65,0,4759.46,18495.93,23255.39,2014,Henderson
Customer Service Specialist PT,23220.65,0,0,0,23220.65,23220.65,2014,Henderson
Lead Recreation Asst-PE,18457.95,0,0,4752.94,18457.95,23210.89,2014,Henderson
Site Leader-Youth Enrichmnt-PE,18333.24,0,0,4720.8,18333.24,23054.04,2014,Henderson
Site Leader-Youth Enrichmnt-PE,18286.71,0,0,4708.81,18286.71,22995.52,2014,Henderson
Materials Technician,14499.44,2162.2,382.5,5816.11,17044.14,22860.25,2014,Henderson
Police Admin Specialist I-PT,22756.04,0,0,0,22756.04,22756.04,2014,Henderson
Lead Recreation Asst-PE,18058.68,0,0,4650.11,18058.68,22708.79,2014,Henderson
Senior Lifeguard-PE,17814.72,0,0,4587.3,17814.72,22402.02,2014,Henderson
Customer Service Specialist PT,22392.44,0,0,0,22392.44,22392.44,2014,Henderson
Customer Service Specialist PT,22302.93,0,0,0,22302.93,22302.93,2014,Henderson
Fitness Equipment Tech-PE,17675,0,0,4551.34,17675,22226.34,2014,Henderson
Accounting Clerk - PT,21983.59,0,0,0,21983.59,21983.59,2014,Henderson
Police Officer,12561.22,0,2344.48,7049.73,14905.7,21955.43,2014,Henderson
Human Resources Technician PE,17844.7,0,0,3953.45,17844.7,21798.15,2014,Henderson
Site Leader-Youth Enrichmnt-PE,17247.63,0,0,4441.24,17247.63,21688.87,2014,Henderson
Lead Recreation Asst-PE,17229.11,0,0,4436.47,17229.11,21665.58,2014,Henderson
Senior Lifeguard-PE,17118.64,0,0,4408.05,17118.64,21526.69,2014,Henderson
Alt Sentencing Compl Enf InvPT,21443.71,0,0,0,21443.71,21443.71,2014,Henderson
Program Assistant-PE,18120.5,0,0,3181.78,18120.5,21302.28,2014,Henderson
Site Leader-Youth Enrichmnt-PE,16827.96,61.12,0,4333.2,16889.08,21222.28,2014,Henderson
Lead Recreation Asst-PE,16872,0,0,4344.55,16872,21216.55,2014,Henderson
Lead Recreation Asst-PE,16804.51,0,0,4327.15,16804.51,21131.66,2014,Henderson
Senior Lifeguard-PE,16795.24,0,0,4324.79,16795.24,21120.03,2014,Henderson
Site Leader-Thera Rec-PE,16787.78,0,0,4322.83,16787.78,21110.61,2014,Henderson
Custodian-PT,19694.15,0,0,1325.03,19694.15,21019.18,2014,Henderson
Senior Lifeguard-PE,16696.76,0,0,4299.44,16696.76,20996.2,2014,Henderson
Planner II-PT,20894.01,0,0,0,20894.01,20894.01,2014,Henderson
Lead Recreation Asst-PE,16568.28,0,0,4266.34,16568.28,20834.62,2014,Henderson
HR Business Partner,13278.8,0,3000,4427.47,16278.8,20706.27,2014,Henderson
Site Leader-Thera Rec-PE,16431.73,0,0,4231.17,16431.73,20662.9,2014,Henderson
Lead Recreation Asst-PE,16000.28,0,0,4640.07,16000.28,20640.35,2014,Henderson
Lead Recreation Asst-PE,16396.76,0,0,4222.16,16396.76,20618.92,2014,Henderson
Senior Lifeguard-PE,16330.16,0,0,4205.03,16330.16,20535.19,2014,Henderson
Fire Services Assistant-PE,16297.55,0,0,4196.62,16297.55,20494.17,2014,Henderson
Lead Recreation Asst-PE,16292.74,0,0,4195.35,16292.74,20488.09,2014,Henderson
Senior Lifeguard-PE,16441.47,69.3,0,3897.3,16510.77,20408.07,2014,Henderson
Lead Recreation Asst-PE,16166.21,0,0,4162.78,16166.21,20328.99,2014,Henderson
Lead Recreation Asst-PE,16155.39,0,0,4160.02,16155.39,20315.41,2014,Henderson
Senior Lifeguard-PE,16300.05,0,0,3835.42,16300.05,20135.47,2014,Henderson
Site Leader-Thera Rec-PE,15975.78,0,0,4113.73,15975.78,20089.51,2014,Henderson
Site Leader-Thera Rec-PE,15964.98,0,0,4110.94,15964.98,20075.92,2014,Henderson
Senior Lifeguard-PE,16133.18,97.02,0,3842.75,16230.2,20072.95,2014,Henderson
Lead Recreation Asst-PE,15910.29,0,0,4096.89,15910.29,20007.18,2014,Henderson
Lead Recreation Asst-PE,16109.94,0,0,3759.45,16109.94,19869.39,2014,Henderson
Parks & Fac Maint I (PT),19786.11,0,0,0,19786.11,19786.11,2014,Henderson
Senior Lifeguard-PE,15731.92,0,0,4050.96,15731.92,19782.88,2014,Henderson
Senior Lifeguard-PE,16094.21,143.22,0,3538.54,16237.43,19775.97,2014,Henderson
Kennel Attendant (PT),19648.33,69.48,0,0,19717.81,19717.81,2014,Henderson
Lead Recreation Asst-PE,15899.07,0,0,3777.54,15899.07,19676.61,2014,Henderson
Lead Recreation Asst-PE,15643.17,0,0,4028.14,15643.17,19671.31,2014,Henderson
Lead Recreation Asst-PE,15603.78,0,0,4017.97,15603.78,19621.75,2014,Henderson
Lead Recreation Asst-PE,15588.49,0,0,4014.05,15588.49,19602.54,2014,Henderson
